$GPGGA,000000,03738.1360,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.1294,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*69
$GPGGA,000000,03738.1227,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*61
$GPGGA,000000,03738.1163,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.1097,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*68
$GPGGA,000000,03738.1031,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*64
$GPGGA,000000,03738.0966,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.0900,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.0834,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*68
$GPGGA,000000,03738.0770,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*67
$GPGGA,000000,03738.0703,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.0637,S,14525.2502,E,1,05,1.0,100.0,M,00.0,M,,*65
$GPGGA,000000,03738.0577,S,14525.2529,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.0529,S,14525.2584,E,1,05,1.0,100.0,M,00.0,M,,*67
$GPGGA,000000,03738.0500,S,14525.2658,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.0495,S,14525.2740,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.0513,S,14525.2822,E,1,05,1.0,100.0,M,00.0,M,,*6F
$GPGGA,000000,03738.0554,S,14525.2886,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.0609,S,14525.2923,E,1,05,1.0,100.0,M,00.0,M,,*67
$GPGGA,000000,03738.0673,S,14525.2932,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.0738,S,14525.2932,E,1,05,1.0,100.0,M,00.0,M,,*64
$GPGGA,000000,03738.0802,S,14525.2923,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.0868,S,14525.2923,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.0930,S,14525.2914,E,1,05,1.0,100.0,M,00.0,M,,*66
$GPGGA,000000,03738.0996,S,14525.2914,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.1060,S,14525.2896,E,1,05,1.0,100.0,M,00.0,M,,*60
$GPGGA,000000,03738.1127,S,14525.2896,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.1184,S,14525.2877,E,1,05,1.0,100.0,M,00.0,M,,*64
$GPGGA,000000,03738.1243,S,14525.2868,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.1303,S,14525.2859,E,1,05,1.0,100.0,M,00.0,M,,*65
$GPGGA,000000,03738.1362,S,14525.2859,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.1422,S,14525.2859,E,1,05,1.0,100.0,M,00.0,M,,*61
$GPGGA,000000,03738.1481,S,14525.2850,E,1,05,1.0,100.0,M,00.0,M,,*61
$GPGGA,000000,03738.1541,S,14525.2850,E,1,05,1.0,100.0,M,00.0,M,,*6C
$GPGGA,000000,03738.1598,S,14525.2841,E,1,05,1.0,100.0,M,00.0,M,,*68
$GPGGA,000000,03738.1644,S,14525.2786,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.1681,S,14525.2731,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.1724,S,14525.2685,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.1763,S,14525.2621,E,1,05,1.0,100.0,M,00.0,M,,*66
$GPGGA,000000,03738.1811,S,14525.2575,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.1857,S,14525.2520,E,1,05,1.0,100.0,M,00.0,M,,*6C
$GPGGA,000000,03738.1905,S,14525.2456,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.1937,S,14525.2383,E,1,05,1.0,100.0,M,00.0,M,,*64
$GPGGA,000000,03738.1944,S,14525.2301,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.1928,S,14525.2218,E,1,05,1.0,100.0,M,00.0,M,,*69
$GPGGA,000000,03738.1887,S,14525.2154,E,1,05,1.0,100.0,M,00.0,M,,*66
$GPGGA,000000,03738.1841,S,14525.2099,E,1,05,1.0,100.0,M,00.0,M,,*6C
$GPGGA,000000,03738.1804,S,14525.2035,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.1795,S,14525.1953,E,1,05,1.0,100.0,M,00.0,M,,*66
$GPGGA,000000,03738.1806,S,14525.1870,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.1843,S,14525.1806,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.1889,S,14525.1742,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.1928,S,14525.1678,E,1,05,1.0,100.0,M,00.0,M,,*68
$GPGGA,000000,03738.1948,S,14525.1596,E,1,05,1.0,100.0,M,00.0,M,,*6D
$GPGGA,000000,03738.1944,S,14525.1513,E,1,05,1.0,100.0,M,00.0,M,,*6C
$GPGGA,000000,03738.1935,S,14525.1431,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.1942,S,14525.1358,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.1978,S,14525.1284,E,1,05,1.0,100.0,M,00.0,M,,*6A
$GPGGA,000000,03738.2028,S,14525.1239,E,1,05,1.0,100.0,M,00.0,M,,*63
$GPGGA,000000,03738.2093,S,14525.1220,E,1,05,1.0,100.0,M,00.0,M,,*6B
$GPGGA,000000,03738.2157,S,14525.1211,E,1,05,1.0,100.0,M,00.0,M,,*60
$GPGGA,000000,03738.2221,S,14525.1211,E,1,05,1.0,100.0,M,00.0,M,,*62
$GPGGA,000000,03738.2287,S,14525.1211,E,1,05,1.0,100.0,M,00.0,M,,*6E
$GPGGA,000000,03738.2353,S,14525.1211,E,1,05,1.0,100.0,M,00.0,M,,*66
